ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,lab_AggClu,lab_BIRCH,lab_KMean,lab_GMM
5033629,F,N,N,1,202500.0,Working,Higher education,Civil marriage,With parents,-12506,-908,1,0,0,0,High skill tech staff,3.0,0,1,0,0
5033631,M,Y,Y,2,450000.0,Working,Higher education,Married,House / apartment,-12040,-1305,1,1,1,0,,4.0,1,1,1,1
5033632,F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21766,365243,1,0,1,0,,1.0,0,0,0,0
5033635,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14548,-5443,1,0,1,0,Laborers,1.0,0,1,0,1
5033640,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15725,-3131,1,0,0,0,Managers,3.0,0,1,0,1
5033641,F,N,Y,1,405000.0,Commercial associate,Higher education,Widow,House / apartment,-13241,-1974,1,1,0,0,Accountants,2.0,1,1,1,1
5033642,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20738,365243,1,0,0,0,,2.0,1,1,1,1
5033644,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9905,-3343,1,0,1,0,Laborers,3.0,1,1,1,1
5033648,F,N,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17395,-1517,1,0,0,0,Core staff,2.0,1,1,1,1
5033651,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13740,-567,1,0,0,0,,4.0,0,0,0,1
5033653,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-9749,-635,1,1,1,0,Secretaries,2.0,1,1,1,1
5033656,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14128,-298,1,0,0,0,Cooking staff,2.0,0,0,0,1
5033657,M,Y,Y,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18830,-263,1,0,1,0,Laborers,2.0,1,1,1,1
5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19103,-3670,1,0,0,0,Laborers,2.0,0,0,0,1
5033661,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20862,365243,1,0,0,0,,2.0,1,1,1,1
5033664,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15912,-2028,1,1,1,0,Sales staff,3.0,1,1,1,1
5033665,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-15044,-1731,1,0,0,0,Managers,3.0,0,0,0,0
5033666,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12847,-383,1,0,0,0,Private service staff,4.0,1,1,1,1
5033669,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9235,-209,1,0,0,0,Sales staff,2.0,1,1,1,1
5033670,F,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15922,-414,1,0,0,0,Sales staff,3.0,0,1,0,1
5033674,F,N,Y,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10783,-390,1,0,0,0,Sales staff,2.0,1,1,1,1
5033677,M,Y,Y,0,900000.0,Working,Higher education,Married,House / apartment,-19235,-1305,1,0,0,0,Drivers,2.0,1,1,1,1
5033678,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19089,365243,1,0,0,0,,1.0,0,0,0,0
5033679,F,Y,Y,0,517500.0,State servant,Higher education,Married,House / apartment,-16274,-7172,1,0,0,0,,2.0,1,1,1,1
5033683,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24831,365243,1,0,0,0,,2.0,1,1,1,1
5033685,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19834,-656,1,0,1,0,,2.0,1,1,1,1
5033686,F,N,Y,0,337500.0,State servant,Higher education,Married,House / apartment,-10869,-567,1,1,0,1,Core staff,2.0,1,1,1,1
5033689,M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18441,-1540,1,1,1,0,Drivers,2.0,1,1,1,1
5033691,M,Y,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23035,365243,1,0,0,0,,2.0,0,1,0,1
5033692,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19251,-1449,1,0,0,0,Laborers,1.0,1,1,1,1
5033695,M,N,Y,2,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-16398,-3640,1,0,1,0,Security staff,3.0,0,1,0,1
5033696,F,Y,Y,0,396000.0,Commercial associate,Higher education,Married,House / apartment,-18930,-3550,1,0,0,0,Managers,2.0,0,1,0,1
5033700,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13043,-390,1,1,1,0,Laborers,2.0,1,1,1,1
5033702,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17547,-1328,1,0,1,0,,1.0,1,1,1,1
5033703,M,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23289,365243,1,0,0,0,,2.0,1,1,1,1
5033704,M,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23332,365243,1,0,1,0,,2.0,0,1,0,1
5033706,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17349,-536,1,0,0,0,Drivers,2.0,0,1,0,0
5033707,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16668,-2277,1,0,0,0,Laborers,2.0,1,1,1,1
5033710,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13319,-755,1,0,0,0,Laborers,2.0,1,1,1,1
5033712,M,N,N,2,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14767,-932,1,1,1,0,,4.0,0,0,0,1
5033713,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13782,-3032,1,1,1,0,Security staff,3.0,1,1,1,1
5033716,F,N,Y,0,103500.0,Working,Higher education,Married,House / apartment,-12788,-2308,1,0,0,0,,2.0,1,1,1,1
5033717,F,N,Y,0,189000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18497,-2216,1,0,0,0,Sales staff,1.0,0,0,0,1
5033720,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24206,365243,1,0,1,0,,2.0,0,0,0,1
5033722,M,Y,N,1,225000.0,Working,Higher education,Married,House / apartment,-11568,-1267,1,0,0,0,Laborers,3.0,0,0,0,1
5033723,M,Y,Y,1,252000.0,Working,Higher education,Married,House / apartment,-16407,-2089,1,0,1,0,High skill tech staff,3.0,0,0,0,1
5033724,M,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-24202,365243,1,0,0,0,,2.0,0,1,0,1
5033727,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13666,-2089,1,1,1,0,Core staff,3.0,1,1,1,1
5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12019,-5436,1,1,1,0,Laborers,2.0,1,1,1,1
5033731,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22802,365243,1,0,0,0,,1.0,0,1,0,1
5033733,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18077,-3616,1,0,0,0,Drivers,3.0,0,0,0,0
5033734,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12601,-6053,1,0,0,0,Cooking staff,3.0,1,1,1,1
5033739,M,Y,Y,1,810000.0,Working,Secondary / secondary special,Married,House / apartment,-15989,-2240,1,0,0,0,Laborers,3.0,0,0,0,0
5033741,M,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-19154,-7811,1,1,1,0,,2.0,0,1,0,0
5033743,F,N,Y,0,90000.0,Pensioner,Lower secondary,Single / not married,House / apartment,-24589,365243,1,0,0,0,,1.0,0,1,0,1
5033744,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17669,-6592,1,0,1,0,Accountants,2.0,0,1,0,1
5033753,F,Y,Y,0,171000.0,State servant,Secondary / secondary special,Married,House / apartment,-21233,-5223,1,0,1,0,High skill tech staff,2.0,1,1,1,1
5033758,M,Y,Y,1,72000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15670,-239,1,0,0,0,,2.0,0,0,0,1
5033759,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23664,365243,1,0,0,0,,2.0,0,1,0,1
5033764,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19743,-5711,1,0,0,0,Medicine staff,2.0,0,0,0,0
5033766,F,N,Y,2,76500.0,Working,Secondary / secondary special,Married,House / apartment,-11656,-1632,1,1,0,0,Cleaning staff,4.0,0,1,0,1
5033772,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19451,-962,1,0,0,0,Core staff,2.0,0,1,0,1
5033774,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13556,-2209,1,0,1,0,,3.0,0,1,0,0
5033775,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15886,-4858,1,0,0,0,,2.0,0,1,0,1
5033776,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-13147,-3738,1,0,1,0,Laborers,4.0,0,1,0,1
5033777,M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21751,-5443,1,0,0,0,Drivers,2.0,0,1,0,1
5033780,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21366,365243,1,0,0,0,,1.0,1,1,1,1
5033781,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21322,365243,1,0,0,0,,2.0,0,1,0,0
5033784,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18562,-2216,1,0,0,1,Sales staff,2.0,1,1,1,1
5033785,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15942,-2490,1,0,0,0,Drivers,2.0,1,1,1,1
5033787,F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22351,365243,1,0,1,0,,2.0,1,1,1,1
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738,-4766,1,1,1,0,Private service staff,2.0,1,1,1,1
5033791,F,N,Y,0,90000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10202,-2978,1,0,0,0,Laborers,2.0,0,0,0,1
5033792,M,N,N,1,117000.0,Pensioner,Secondary / secondary special,Married,With parents,-14407,365243,1,0,1,0,,3.0,0,0,0,1
5033800,F,N,N,2,225000.0,Working,Higher education,Married,House / apartment,-11010,-1814,1,0,0,0,Accountants,4.0,0,1,0,1
5033801,F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-16461,-3244,1,0,0,0,Managers,2.0,0,0,0,0
5033803,M,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-19479,-5596,1,0,0,0,Core staff,2.0,1,1,1,1
5033805,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16267,-2461,1,0,0,0,,1.0,0,1,0,1
5033807,F,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,-11495,-2552,1,0,1,1,,2.0,1,1,1,1
5033809,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-12255,-270,1,0,1,0,,2.0,0,1,0,1
5033813,F,N,Y,3,180000.0,State servant,Higher education,Married,House / apartment,-11627,-1449,1,1,0,0,,5.0,1,1,1,1
5033814,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13153,-1182,1,0,0,0,Laborers,2.0,1,1,1,1
5033815,F,N,Y,1,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14798,-3251,1,1,1,0,Laborers,3.0,1,1,1,1
5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,-16010,-2667,1,0,1,0,Core staff,3.0,0,1,1,1
5033818,F,N,Y,0,135000.0,Working,Higher education,Single / not married,Office apartment,-13616,-4227,1,1,1,0,Managers,1.0,1,1,1,1
5033821,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-23739,365243,1,0,0,0,,1.0,1,1,1,1
5033828,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21031,365243,1,0,0,0,,2.0,1,1,1,1
5033829,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13803,-2209,1,0,1,0,Laborers,4.0,0,0,0,0
5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19322,-663,1,1,1,0,Laborers,2.0,0,1,0,1
5033833,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-451,1,1,0,1,Drivers,3.0,1,1,1,1
5033834,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19844,365243,1,0,0,0,,1.0,1,1,1,1
5033837,F,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,-16367,-5070,1,0,0,0,,2.0,0,1,0,1
5033839,F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-12544,-748,1,0,0,0,Sales staff,2.0,1,1,1,1
5033847,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14476,-4987,1,0,0,0,High skill tech staff,4.0,1,1,1,1
5033853,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17829,-110,1,0,0,0,High skill tech staff,2.0,0,0,0,1
5033854,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18858,-1974,1,0,0,0,Laborers,2.0,0,0,0,0
5033855,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20474,-11683,1,1,1,0,Accountants,2.0,0,1,0,0
5033856,F,N,N,0,157500.0,Working,Lower secondary,Married,House / apartment,-13838,-329,1,0,0,0,Laborers,2.0,1,1,1,1
5033857,M,Y,N,1,270000.0,Commercial associate,Higher education,Married,Municipal apartment,-12928,-239,1,0,1,0,Managers,3.0,1,1,1,1
5033862,M,N,Y,2,171000.0,Working,Higher education,Married,With parents,-14484,-2216,1,1,0,0,Laborers,4.0,0,1,0,1
5033865,M,Y,Y,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12505,-3343,1,0,1,0,Laborers,4.0,1,1,1,1
5033868,F,N,N,0,63000.0,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,1,0,0,0,Core staff,2.0,1,1,1,1
5033871,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0,0,1,0,1
5033873,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13246,-635,1,0,0,0,Managers,3.0,1,1,1,1
5033874,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,2.0,1,1,1,1
5033878,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-17713,-718,1,1,1,0,Managers,2.0,0,1,0,1
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063,-932,1,1,1,0,Core staff,2.0,0,1,1,1
5033887,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11066,-1670,1,0,1,0,Laborers,3.0,1,1,1,1
5033889,F,N,Y,0,337500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20680,365243,1,0,0,0,,1.0,0,1,0,0
5033893,F,N,Y,0,274500.0,Working,Higher education,Civil marriage,House / apartment,-19808,-390,1,1,0,0,,2.0,1,1,1,1
5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-11296,-1670,1,0,0,0,Core staff,4.0,1,1,1,1
5033896,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18957,-3769,1,1,0,0,Laborers,2.0,0,1,0,0
5033897,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10324,-513,1,1,1,0,Laborers,2.0,1,1,1,1
5033899,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-21757,-2705,1,0,0,0,Drivers,2.0,0,1,0,1
5033900,F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21383,365243,1,0,1,0,,1.0,0,0,0,1
5033902,M,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22600,365243,1,0,0,0,,2.0,0,1,0,1
5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18351,365243,1,0,0,0,,2.0,1,1,1,1
5033912,F,N,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,-13278,-1602,1,1,0,1,,2.0,0,1,0,1
5033914,F,Y,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-19887,-725,1,0,1,0,High skill tech staff,2.0,0,1,1,1
5033917,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13015,-3647,1,0,0,0,,2.0,0,1,1,1
5033920,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11608,-2430,1,0,0,0,Laborers,3.0,0,1,0,1
5033921,F,N,Y,1,211500.0,Working,Secondary / secondary special,Married,House / apartment,-12585,-755,1,1,1,0,Core staff,3.0,0,1,0,1
5033924,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10097,-1571,1,1,1,0,Drivers,2.0,1,1,1,1
5033925,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17843,-202,1,0,1,0,,2.0,1,1,1,1
5033926,M,Y,Y,1,144000.0,State servant,Secondary / secondary special,Married,Office apartment,-10659,-3131,1,1,1,0,Managers,3.0,0,1,0,0
5033930,M,N,Y,1,148500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13287,-1244,1,1,0,0,Laborers,2.0,0,0,0,1
5033931,F,Y,Y,1,252000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14378,-3100,1,1,1,0,Sales staff,3.0,1,1,1,1
5033933,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20463,-1602,1,0,0,0,High skill tech staff,2.0,0,1,0,1
5033935,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-22569,365243,1,0,0,0,,2.0,1,1,1,1
5033940,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17329,-1359,1,0,0,0,Laborers,2.0,0,0,0,0
5033941,M,Y,Y,2,360000.0,Working,Higher education,Married,House / apartment,-10273,-3039,1,1,0,0,Core staff,4.0,1,1,1,1
5033943,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12353,-5352,1,1,1,0,Laborers,2.0,0,1,1,1
5033945,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22295,365243,1,0,1,0,,1.0,1,1,1,1
5033946,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15201,-1510,1,0,0,0,,1.0,0,0,0,0
5033950,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18770,-1183,1,0,0,0,Drivers,2.0,0,0,0,0
5033952,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18221,-1510,1,0,1,1,Sales staff,2.0,0,1,1,1
5033954,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19862,-748,1,0,0,0,,2.0,0,1,0,1
5033956,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13523,-1175,1,0,0,0,Laborers,3.0,1,1,1,1
5033962,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13629,-748,1,1,0,0,,4.0,1,1,1,1
5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15103,-3154,1,0,0,0,Sales staff,2.0,1,1,1,1
5033968,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17050,-1359,1,1,0,0,Drivers,2.0,0,1,0,0
5033969,F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14445,-2240,1,0,0,0,Sales staff,5.0,0,0,0,1
5033970,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-18229,-2209,1,0,0,0,Core staff,2.0,0,1,1,1
5033972,M,Y,Y,1,256500.0,State servant,Higher education,Married,Office apartment,-11154,-4409,1,0,0,0,Core staff,3.0,1,1,1,1
5033976,F,N,Y,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11175,-322,1,0,0,0,Cooking staff,1.0,1,1,1,1
5033979,M,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22913,365243,1,0,0,0,,2.0,0,1,0,1
5033985,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19578,-5388,1,1,1,0,Accountants,2.0,0,0,0,1
5033986,F,N,N,0,144000.0,Pensioner,Lower secondary,Widow,Municipal apartment,-21675,365243,1,0,0,0,,1.0,0,1,0,1
5033991,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22752,365243,1,0,0,0,,1.0,1,1,1,1
5033993,M,N,Y,0,144000.0,Pensioner,Incomplete higher,Married,House / apartment,-22222,365243,1,0,1,0,,2.0,0,1,0,0
5033994,F,N,N,1,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17350,-4842,1,0,0,0,Laborers,2.0,0,0,0,0
5033998,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16417,-1615,1,0,1,0,Laborers,1.0,0,1,0,1
5033999,F,N,Y,1,148500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16038,-1036,1,1,1,0,High skill tech staff,3.0,1,1,1,1
5034001,F,N,Y,5,189000.0,Working,Secondary / secondary special,Separated,House / apartment,-15450,-428,1,0,1,0,,6.0,1,1,1,1
5034006,F,N,N,2,135000.0,Commercial associate,Higher education,Married,With parents,-13612,-3381,1,0,1,0,Core staff,4.0,0,1,0,1
5034013,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16609,-186,1,0,0,0,Laborers,3.0,1,1,1,1
5034017,M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12123,-551,1,0,0,0,Laborers,4.0,0,1,1,1
5034019,F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14098,-5573,1,0,0,0,Laborers,2.0,0,0,0,1
5034021,M,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14551,-1370,1,1,0,0,Core staff,2.0,1,1,1,1
5035413,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111,-4816,1,0,0,0,Core staff,2.0,0,1,0,1
5035432,F,Y,Y,0,180000.0,Working,Higher education,Separated,House / apartment,-17269,-8469,1,0,0,0,,1.0,0,1,0,1
5035448,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16832,-3567,1,0,0,0,Managers,2.0,0,1,0,1
5035480,M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13334,-4908,1,0,0,0,Core staff,3.0,1,1,1,1
5035489,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18041,-2137,1,0,0,0,Laborers,2.0,1,1,1,1
5035537,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21917,365243,1,0,0,0,,2.0,0,1,0,1
5035586,F,N,Y,0,72000.0,State servant,Secondary / secondary special,Married,House / apartment,-16788,-5759,1,0,0,0,,2.0,0,1,0,0
5035591,F,N,N,1,69750.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10167,-829,1,1,1,0,Sales staff,3.0,0,1,0,1
5035617,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-19566,-2778,1,0,0,0,Laborers,2.0,0,0,0,1
5035618,M,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23647,365243,1,0,1,0,,2.0,1,1,1,1
5035626,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-18110,-6764,1,0,0,0,Managers,2.0,0,1,0,1
5035635,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17833,-2167,1,0,0,0,Sales staff,2.0,0,1,0,1
5035701,F,N,Y,0,112500.0,State servant,Lower secondary,Married,House / apartment,-19814,-2656,1,0,0,0,Laborers,2.0,1,1,1,1
5035738,F,Y,Y,0,103500.0,State servant,Higher education,Separated,House / apartment,-17138,-8072,1,1,1,0,Core staff,1.0,0,1,1,1
5035774,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17715,-1256,1,0,0,0,Sales staff,2.0,1,1,1,1
5035778,F,N,N,0,45000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19906,-5547,1,0,0,0,,1.0,0,1,1,1
5035843,F,N,Y,1,252000.0,Working,Secondary / secondary special,Separated,House / apartment,-18402,-7404,1,0,0,0,Medicine staff,2.0,0,1,0,1
5035848,M,N,Y,0,46948.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21167,365243,1,0,0,0,,1.0,1,1,1,1
5035857,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,1,0,0,0,Accountants,1.0,0,1,0,1
5035865,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17656,-1225,1,0,0,0,Cooking staff,2.0,0,1,0,1
5035885,F,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-19573,-7404,1,0,1,0,,3.0,0,1,0,1
5035940,F,Y,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-10679,-1195,1,0,0,0,,1.0,0,1,1,1
5035957,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15485,-614,1,0,0,0,,4.0,0,1,0,1
5035980,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21398,365243,1,0,0,0,,1.0,0,1,0,1
5035993,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18997,-2320,1,0,0,0,HR staff,2.0,0,1,1,1
5036033,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-15188,-1072,1,0,0,0,,1.0,0,1,0,1
5036039,M,N,Y,0,256500.0,Working,Secondary / secondary special,Married,House / apartment,-20406,-2806,1,0,1,0,Laborers,2.0,0,1,1,1
5036048,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-10784,-3082,1,0,0,0,Laborers,2.0,1,1,1,1
5036064,F,Y,Y,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-12829,-1529,1,1,0,0,High skill tech staff,2.0,1,1,1,1
5036134,M,Y,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-18196,-2472,1,1,0,0,Managers,2.0,1,1,1,1
